"","ListenerGroup","mTurkCode","ItemNum","Resp","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit"
"642","V2",5721779,"X48","A native English speaker
1","1","0.033","0.033","0.041"
"702","V2",7348964,"X48","A native English speaker
1","1","0.265","0.265","0.304"
"762","V2",7723805,"X48","A native English speaker
1","1","0.329","0.329","0.357"
"822","V2",7914282,"X48","A native English speaker
1","2","0.349","1.021","1.032"
"882","V2",8728142,"X48","A native English speaker
1","1","0.001","0.001","0.015"
"942","V2",9087447,"X48","A native English speaker
1","1","0.431","0.431","0.441"
"1002","V2",9827116,"X48","A native English speaker
1","1","0.776","0.776","0.787"
"1062","V2",9896160,"X48","A native English speaker
1","1","0.098","0.098","0.114"
"1122","V2",9919213,"X48","A native English speaker
1","1","0.015","0.015","0"
"43","V2",1316157,"X49","A native English speaker
1","1","0.6","0.6","0.76"
"103","V2",2174606,"X49","A native English speaker
1","1","0.202","0.202","0.235"
"163","V2",2218028,"X49","A native English speaker
1","1","0.087","0.087","0.097"
"223","V2",2620688,"X49","A native English speaker
1","1","0.14","0.14","0.184"
"283","V2",3410389,"X49","A native English speaker
1","1","0.131","0.131","0.103"
"343","V2",3485279,"X49","A native English speaker
1","1","0.01","0.01","0.023"
"403","V2",3855539,"X49","


6","2","0.92","1.456","1.489"
"463","V2",3927255,"X49","A native English speaker
1","1","0.128","0.128","0.134"
"523","V2",4464430,"X49","A native English speaker
1","1","0.113","0.113","0.437"
"583","V2",5641834,"X49","


3","1","1.086","1.086","1.101"
"643","V2",5721779,"X49","


2","1","0.532","0.532","0.539"
"703","V2",7348964,"X49","


3","1","1.682","1.682","1.602"
"763","V2",7723805,"X49","A native English speaker
1","1","0.356","0.356","0.393"
"823","V2",7914282,"X49","A native English speaker
1","1","0.418","0.418","0.446"
"883","V2",8728142,"X49","A native English speaker
1","1","0.109","0.109","0.123"
"943","V2",9087447,"X49","A native English speaker
1","1","0.391","0.391","0.302"
"1003","V2",9827116,"X49","A native English speaker
1","1","0.805","0.805","0.815"
"1063","V2",9896160,"X49","A native English speaker
1","1","0.001","0.001","0.018"
"1123","V2",9919213,"X49","A native English speaker
1","1","0.071","0.071","0"
"44","V2",1316157,"X5","An extremely strong
foreign accent
9","1","0.324","0.324","0.3"
"104","V2",2174606,"X5","


6","2","1.504","2.048","2.065"
"164","V2",2218028,"X5","


6","1","0.693","0.693","0.601"
"224","V2",2620688,"X5","An extremely strong
foreign accent
9","1","0.306","0.306","0.326"
"284","V2",3410389,"X5","


5","1","0.293","0.293","0.201"
"344","V2",3485279,"X5","An extremely strong
foreign accent
9","1","2.363","2.363","2.386"
"404","V2",3855539,"X5","


5","1","6.049","6.049","6.083"
"464","V2",3927255,"X5","


5","1","0.077","0.077","0.083"
"524","V2",4464430,"X5","


7","1","0.061","0.061","0"
"584","V2",5641834,"X5","


7","1","0.719","0.719","0.737"
"644","V2",5721779,"X5","


8","1","0.911","0.911","0.918"
"704","V2",7348964,"X5","


7","1","0.858","0.858","0.876"
"764","V2",7723805,"X5","


6","1","0.422","0.422","0.473"
"824","V2",7914282,"X5","


6","1","0.79","0.79","0.701"
"884","V2",8728142,"X5","


4","1","1.963","1.963","1.976"
"944","V2",9087447,"X5","


6","1","1.838","1.838","1.852"
"1004","V2",9827116,"X5","


6","1","1.123","1.123","1.133"
"1064","V2",9896160,"X5","


8","1","0.233","0.233","0.246"
"1124","V2",9919213,"X5","


5","1","0.556","0.556","0.541"
"45","V2",1316157,"X50","A native English speaker
1","1","0","0","0.37"
"105","V2",2174606,"X50","A native English speaker
1","1","0.351","0.351","0.374"
"165","V2",2218028,"X50","A native English speaker
1","1","0.072","0.072","0.084"
"225","V2",2620688,"X50","A native English speaker
1","1","0.069","0.069","0"
"285","V2",3410389,"X50","A native English speaker
1","1","0.096","0.096","0.166"
"345","V2",3485279,"X50","A native English speaker
1","1","0.016","0.016","0.03"
"405","V2",3855539,"X50","


5","1","1.475","1.475","1.401"
"465","V2",3927255,"X50","A native English speaker
1","1","0.042","0.042","0.048"
"525","V2",4464430,"X50","


3","1","0.372","0.372","0.306"
"585","V2",5641834,"X50","


4","1","0.765","0.765","0.777"
"645","V2",5721779,"X50","


7","1","0.392","0.392","0.4"
"705","V2",7348964,"X50","


2","1","0.705","0.705","0.728"
"765","V2",7723805,"X50","A native English speaker
1","1","0.443","0.443","0.476"
"825","V2",7914282,"X50","A native English speaker
1","1","0.301","0.301","0.419"
"885","V2",8728142,"X50","A native English speaker
1","1","0.304","0.304","0.312"
"945","V2",9087447,"X50","A native English speaker
1","1","0.396","0.396","0.301"
"1005","V2",9827116,"X50","A native English speaker
1","1","1.948","1.948","1.958"
"1065","V2",9896160,"X50","A native English speaker
1","1","0.052","0.052","0.071"
"1125","V2",9919213,"X50","A native English speaker
1","1","0.51","0.51","0.591"
"46","V2",1316157,"X51","A native English speaker
1","1","0.066","0.066","0"
"106","V2",2174606,"X51","A native English speaker
1","1","0.637","0.637","0.657"
"166","V2",2218028,"X51","A native English speaker
1","1","0.057","0.057","0.068"
"226","V2",2620688,"X51","A native English speaker
1","1","0.037","0.037","0.054"
"286","V2",3410389,"X51","A native English speaker
1","1","0.034","0.034","0.075"
"346","V2",3485279,"X51","A native English speaker
1","1","0.058","0.058","0.076"
"406","V2",3855539,"X51","


7","1","13.023","13.023","12.939"
"466","V2",3927255,"X51","A native English speaker
1","1","0.127","0.127","0.133"
"526","V2",4464430,"X51","A native English speaker
1","1","0.687","0.687","0.727"
"586","V2",5641834,"X51","A native English speaker
1","1","0.297","0.297","0.31"
"646","V2",5721779,"X51","A native English speaker
1","1","0.233","0.233","0.239"
"706","V2",7348964,"X51","


3","1","0.314","0.314","0.332"
"766","V2",7723805,"X51","A native English speaker
1","1","0.187","0.187","0.1"
"826","V2",7914282,"X51","A native English speaker
1","1","0.327","0.327","0.342"
"886","V2",8728142,"X51","A native English speaker
1","1","0.429","0.429","0.438"
"946","V2",9087447,"X51","A native English speaker
1","1","0.391","0.391","0.301"
"1006","V2",9827116,"X51","


2","1","0.75","0.75","0.76"
"1066","V2",9896160,"X51","A native English speaker
1","1","0.289","0.289","0.201"
"1126","V2",9919213,"X51","A native English speaker
1","1","0.081","0.081","0"
"47","V2",1316157,"X52","A native English speaker
1","1","0.971","0.971","0.925"
"107","V2",2174606,"X52","A native English speaker
1","1","0.547","0.547","0.568"
"167","V2",2218028,"X52","A native English speaker
1","1","0.038","0.038","0.047"
"227","V2",2620688,"X52","A native English speaker
1","1","0.003","0.003","0.028"
"287","V2",3410389,"X52","A native English speaker
1","1","0.262","0.262","0.2"
"347","V2",3485279,"X52","


3","1","2.313","2.313","2.328"
"407","V2",3855539,"X52","


4","1","0.711","0.711","0.736"
"467","V2",3927255,"X52","A native English speaker
1","1","0.496","0.496","0.401"
"527","V2",4464430,"X52","


4","1","5.673","5.673","5.62"
"587","V2",5641834,"X52","


3","1","0.551","0.551","0.567"
"647","V2",5721779,"X52","


2","1","0.44","0.44","0.448"
"707","V2",7348964,"X52","A native English speaker
1","1","0.357","0.357","0.382"
"767","V2",7723805,"X52","A native English speaker
1","1","0.338","0.338","0.368"
"827","V2",7914282,"X52","A native English speaker
1","1","0.449","0.449","0.463"
"887","V2",8728142,"X52","A native English speaker
1","1","0.061","0.061","0.069"
"947","V2",9087447,"X52","A native English speaker
1","1","1.166","1.166","1.179"
"1007","V2",9827116,"X52","A native English speaker
1","1","2.975","2.975","2.986"
"1067","V2",9896160,"X52","A native English speaker
1","1","0.151","0.151","0.166"
"1127","V2",9919213,"X52","A native English speaker
1","1","0.494","0.494","0.574"
"48","V2",1316157,"X53","


2","1","1.556","1.556","1.501"
"108","V2",2174606,"X53","A native English speaker
1","1","0.716","0.716","0.733"
"168","V2",2218028,"X53","A native English speaker
1","1","0.836","0.836","0.845"
"228","V2",2620688,"X53","A native English speaker
1","1","0.059","0.059","0"
"288","V2",3410389,"X53","A native English speaker
1","1","0.08","0.08","0"
"348","V2",3485279,"X53","A native English speaker
1","1","0.138","0.138","0.152"
"408","V2",3855539,"X53","


6","2","30.551","31.176","31.206"
"468","V2",3927255,"X53","


5","2","0.115","0.612","0.619"
"528","V2",4464430,"X53","


4","1","1.65","1.65","1.589"
"588","V2",5641834,"X53","


2","1","0.981","0.981","0.996"
"648","V2",5721779,"X53","


2","1","0.216","0.216","0.223"
"708","V2",7348964,"X53","


2","1","0.335","0.335","0.364"
"768","V2",7723805,"X53","A native English speaker
1","1","0.274","0.274","0.2"
"828","V2",7914282,"X53","A native English speaker
1","1","0.306","0.306","0.318"
"888","V2",8728142,"X53","A native English speaker
1","1","0.147","0.147","0.156"
"948","V2",9087447,"X53","A native English speaker
1","1","0.347","0.347","0.355"
"1008","V2",9827116,"X53","


2","1","0.676","0.676","0.686"
"1068","V2",9896160,"X53","A native English speaker
1","1","0.084","0.084","0.1"
"1128","V2",9919213,"X53","A native English speaker
1","1","0.219","0.219","0.283"
"49","V2",1316157,"X54","A native English speaker
1","1","0.046","0.046","0.093"
"109","V2",2174606,"X54","A native English speaker
1","2","0.271","0.703","0.726"
"169","V2",2218028,"X54","A native English speaker
1","1","0.222","0.222","0.231"
"229","V2",2620688,"X54","A native English speaker
1","1","0.503","0.503","0.522"
"289","V2",3410389,"X54","A native English speaker
1","1","0.043","0.043","0.091"
"349","V2",3485279,"X54","


4","2","3.108","4.171","4.194"
"409","V2",3855539,"X54","


6","1","0.419","0.419","0.447"
"469","V2",3927255,"X54","


2","1","0.288","0.288","0.296"
"529","V2",4464430,"X54","A native English speaker
1","1","0","0","0.268"
"589","V2",5641834,"X54","


5","1","2.34","2.34","2.354"
"649","V2",5721779,"X54","A native English speaker
1","1","0.056","0.056","0.064"
"709","V2",7348964,"X54","


6","1","0.941","0.941","0.97"
"769","V2",7723805,"X54","


2","2","0.618","1.186","1.1"
"829","V2",7914282,"X54","A native English speaker
1","1","0.359","0.359","0.376"
"889","V2",8728142,"X54","A native English speaker
1","1","0.169","0.169","0.177"
"949","V2",9087447,"X54","A native English speaker
1","1","0.477","0.477","0.491"
"1009","V2",9827116,"X54","


2","1","0.935","0.935","0.945"
"1069","V2",9896160,"X54","A native English speaker
1","1","0.077","0.077","0.097"
"1129","V2",9919213,"X54","A native English speaker
1","1","0.361","0.361","0.302"
"50","V2",1316157,"X55","A native English speaker
1","1","1.252","1.252","1.22"
"110","V2",2174606,"X55","A native English speaker
1","1","0.3","0.3","0.323"
"170","V2",2218028,"X55","A native English speaker
1","1","4.298","4.298","4.307"
"230","V2",2620688,"X55","A native English speaker
1","1","0.106","0.106","0.251"
"290","V2",3410389,"X55","A native English speaker
1","1","0.076","0.076","0"
"350","V2",3485279,"X55","A native English speaker
1","1","0.126","0.126","0.168"
"410","V2",3855539,"X55","


4","1","6.069","6.069","6.107"
"470","V2",3927255,"X55","A native English speaker
1","1","0.096","0.096","0"
"530","V2",4464430,"X55","


4","2","0.511","0.779","0.713"
"590","V2",5641834,"X55","


2","1","1.188","1.188","1.102"
"650","V2",5721779,"X55","


2","1","0.1","0.1","0.208"
"710","V2",7348964,"X55","


6","1","3.151","3.151","3.169"
"770","V2",7723805,"X55","A native English speaker
1","1","0.194","0.194","0.225"
"830","V2",7914282,"X55","A native English speaker
1","1","0.285","0.285","0.2"
"890","V2",8728142,"X55","A native English speaker
1","2","0.113","0.581","0.59"
"950","V2",9087447,"X55","A native English speaker
1","1","0.422","0.422","0.432"
"1010","V2",9827116,"X55","A native English speaker
1","1","0.629","0.629","0.638"
"1070","V2",9896160,"X55","A native English speaker
1","1","0.67","0.67","0.686"
"1130","V2",9919213,"X55","A native English speaker
1","1","0.349","0.349","0.304"
"51","V2",1316157,"X56","A native English speaker
1","1","0.052","0.052","0"
"111","V2",2174606,"X56","A native English speaker
1","1","0.683","0.683","0.601"
"171","V2",2218028,"X56","A native English speaker
1","1","0.868","0.868","0.878"
"231","V2",2620688,"X56","A native English speaker
1","1","0.263","0.263","0.299"
"291","V2",3410389,"X56","A native English speaker
1","1","0.034","0.034","0"
"351","V2",3485279,"X56","A native English speaker
1","1","2.67","2.67","2.697"
"411","V2",3855539,"X56","


5","1","0.577","0.577","0.502"
"471","V2",3927255,"X56","A native English speaker
1","1","0.055","0.055","0.063"
"531","V2",4464430,"X56","


5","1","0.066","0.066","0"
"591","V2",5641834,"X56","A native English speaker
1","1","0.922","0.922","0.938"
"651","V2",5721779,"X56","


2","1","0.279","0.279","0.286"
"711","V2",7348964,"X56","A native English speaker
1","1","0.213","0.213","0.244"
"771","V2",7723805,"X56","A native English speaker
1","1","0.42","0.42","0.451"
"831","V2",7914282,"X56","A native English speaker
1","1","0.328","0.328","0.34"
"891","V2",8728142,"X56","A native English speaker
1","1","0.045","0.045","0.054"
"951","V2",9087447,"X56","A native English speaker
1","1","0.373","0.373","0.383"
"1011","V2",9827116,"X56","


5","1","4.28","4.28","4.29"
"1071","V2",9896160,"X56","A native English speaker
1","1","0.239","0.239","0.258"
"1131","V2",9919213,"X56","A native English speaker
1","1","0.7","0.7","0.802"
"52","V2",1316157,"X57","A native English speaker
1","1","0.007","0.007","0.093"
"112","V2",2174606,"X57","A native English speaker
1","1","0.288","0.288","0.202"
"172","V2",2218028,"X57","


2","2","0.123","0.403","0.413"
"232","V2",2620688,"X57","


2","1","1.431","1.431","1.453"
"292","V2",3410389,"X57","A native English speaker
1","1","0.147","0.147","0.104"
"352","V2",3485279,"X57","A native English speaker
1","1","4.332","4.332","4.353"
"412","V2",3855539,"X57","


5","1","34.579","34.579","34.611"
"472","V2",3927255,"X57","A native English speaker
1","1","0.03","0.03","0.036"
"532","V2",4464430,"X57","


2","1","0","0","0.261"
"592","V2",5641834,"X57","


4","1","0.942","0.942","0.955"
"652","V2",5721779,"X57","A native English speaker
1","1","0.124","0.124","0.132"
"712","V2",7348964,"X57","A native English speaker
1","1","0.059","0.059","0.079"
"772","V2",7723805,"X57","A native English speaker
1","1","0.434","0.434","0.446"
"832","V2",7914282,"X57","A native English speaker
1","1","0.445","0.445","0.459"
"892","V2",8728142,"X57","A native English speaker
1","1","1.631","1.631","1.645"
"952","V2",9087447,"X57","


2","1","0.778","0.778","0.786"
"1012","V2",9827116,"X57","


2","1","1.201","1.201","1.214"
"1072","V2",9896160,"X57","A native English speaker
1","1","0.064","0.064","0.08"
"1132","V2",9919213,"X57","A native English speaker
1","1","0.15","0.15","0.1"
"53","V2",1316157,"X58","


3","1","31.621","31.621","31.697"
"113","V2",2174606,"X58","A native English speaker
1","1","0.444","0.444","0.468"
"173","V2",2218028,"X58","A native English speaker
1","1","0.558","0.558","0.568"
"233","V2",2620688,"X58","A native English speaker
1","1","0.002","0.002","0.032"
"293","V2",3410389,"X58","A native English speaker
1","1","0.008","0.008","0"
"353","V2",3485279,"X58","A native English speaker
1","1","0.108","0.108","0.121"
"413","V2",3855539,"X58","


5","1","1.398","1.398","1.308"
"473","V2",3927255,"X58","A native English speaker
1","1","0.114","0.114","0.122"
"533","V2",4464430,"X58","


2","1","1.385","1.385","1.479"
"593","V2",5641834,"X58","


3","1","0.843","0.843","0.861"
"653","V2",5721779,"X58","


2","1","0.223","0.223","0.23"
"713","V2",7348964,"X58","


7","1","1.861","1.861","1.879"
"773","V2",7723805,"X58","A native English speaker
1","1","0.414","0.414","0.443"
"833","V2",7914282,"X58","A native English speaker
1","1","0.613","0.613","0.627"
"893","V2",8728142,"X58","A native English speaker
1","1","2.042","2.042","2.051"
"953","V2",9087447,"X58","A native English speaker
1","1","0.553","0.553","0.564"
"1013","V2",9827116,"X58","


2","1","0.786","0.786","0.795"
"1073","V2",9896160,"X58","A native English speaker
1","1","0.05","0.05","0.067"
"1133","V2",9919213,"X58","A native English speaker
1","1","0.545","0.545","0.601"
"54","V2",1316157,"X59","A native English speaker
1","1","1.101","1.101","1.272"
"114","V2",2174606,"X59","


3","2","0.967","1.431","1.452"
"174","V2",2218028,"X59","A native English speaker
1","1","0.169","0.169","0.18"
"234","V2",2620688,"X59","


7","1","2.019","2.019","2.06"
"294","V2",3410389,"X59","A native English speaker
1","1","0.077","0.077","0"
"354","V2",3485279,"X59","A native English speaker
1","1","0.015","0.015","0.032"
"414","V2",3855539,"X59","


6","1","0.872","0.872","0.897"
"474","V2",3927255,"X59","A native English speaker
1","1","0.013","0.013","0.02"
"534","V2",4464430,"X59","A native English speaker
1","1","0.244","0.244","0.205"
"594","V2",5641834,"X59","


5","1","1.355","1.355","1.369"
"654","V2",5721779,"X59","A native English speaker
1","1","0.049","0.049","0.056"
"714","V2",7348964,"X59","


2","1","0.919","0.919","0.938"
"774","V2",7723805,"X59","A native English speaker
1","1","0.294","0.294","0.338"
"834","V2",7914282,"X59","A native English speaker
1","1","0.752","0.752","0.764"
"894","V2",8728142,"X59","A native English speaker
1","1","0.46","0.46","0.469"
"954","V2",9087447,"X59","A native English speaker
1","1","0.78","0.78","0.789"
"1014","V2",9827116,"X59","A native English speaker
1","1","0.557","0.557","0.567"
"1074","V2",9896160,"X59","A native English speaker
1","1","0.044","0.044","0.059"
"1134","V2",9919213,"X59","A native English speaker
1","1","0.73","0.73","0.701"
"55","V2",1316157,"X6","An extremely strong
foreign accent
9","1","0.737","0.737","0.792"
"115","V2",2174606,"X6","An extremely strong
foreign accent
9","1","0.196","0.196","0.217"
"175","V2",2218028,"X6","


7","1","1.286","1.286","1.297"
"235","V2",2620688,"X6","


8","1","10.178","10.178","10.201"
"295","V2",3410389,"X6","


8","1","0.999","0.999","1.03"
"355","V2",3485279,"X6","An extremely strong
foreign accent
9","1","0.008","0.008","0.021"
"415","V2",3855539,"X6","


5","1","6.734","6.734","6.766"
"475","V2",3927255,"X6","


5","1","0.492","0.492","0.498"
"535","V2",4464430,"X6","


7","3","0.394","1.44","1.393"
"595","V2",5641834,"X6","


6","1","1.201","1.201","1.215"
"655","V2",5721779,"X6","


7","1","0.297","0.297","0.203"
"715","V2",7348964,"X6","


7","1","0.501","0.501","0.648"
"775","V2",7723805,"X6","


6","1","0.707","0.707","0.72"
"835","V2",7914282,"X6","


7","1","0.483","0.483","0.495"
"895","V2",8728142,"X6","


7","1","2.238","2.238","2.249"
"955","V2",9087447,"X6","


8","1","1.023","1.023","1.036"
"1015","V2",9827116,"X6","


7","1","1.197","1.197","1.101"
"1075","V2",9896160,"X6","


7","1","1.672","1.672","1.69"
"1135","V2",9919213,"X6","


3","1","0.628","0.628","0.601"
"56","V2",1316157,"X60","A native English speaker
1","1","0.179","0.179","0.101"
"116","V2",2174606,"X60","


4","1","0.404","0.404","0.427"
"176","V2",2218028,"X60","A native English speaker
1","1","0.165","0.165","0.175"
"236","V2",2620688,"X60","A native English speaker
1","1","4.431","4.431","4.451"
"296","V2",3410389,"X60","A native English speaker
1","1","0.119","0.119","0.163"
"356","V2",3485279,"X60","A native English speaker
1","1","0.123","0.123","0.135"
"416","V2",3855539,"X60","


6","1","12.701","12.701","12.727"
"476","V2",3927255,"X60","


3","1","0.189","0.189","0.196"
"536","V2",4464430,"X60","


5","1","0","0","0.203"
"596","V2",5641834,"X60","


3","1","1.298","1.298","1.313"
"656","V2",5721779,"X60","


2","1","0.683","0.683","0.69"
"716","V2",7348964,"X60","A native English speaker
1","1","0.253","0.253","0.283"
"776","V2",7723805,"X60","


5","1","0.651","0.651","0.665"
"836","V2",7914282,"X60","A native English speaker
1","1","0.421","0.421","0.438"
"896","V2",8728142,"X60","A native English speaker
1","1","0.242","0.242","0.254"
"956","V2",9087447,"X60","A native English speaker
1","1","0.417","0.417","0.43"
"1016","V2",9827116,"X60","


2","1","0.964","0.964","0.974"
"1076","V2",9896160,"X60","A native English speaker
1","1","1.763","1.763","1.777"
"1136","V2",9919213,"X60","A native English speaker
1","1","0","0","0.23"
"57","V2",1316157,"X61","A native English speaker
1","1","0.052","0.052","0"
"117","V2",2174606,"X61","


3","1","0.661","0.661","0.687"
"177","V2",2218028,"X61","A native English speaker
1","1","0.066","0.066","0.077"
"237","V2",2620688,"X61","A native English speaker
1","1","3.7","3.7","3.736"
"297","V2",3410389,"X61","A native English speaker
1","1","0.265","0.265","0.201"
"357","V2",3485279,"X61","A native English speaker
1","1","0.082","0.082","0"
"417","V2",3855539,"X61","


7","1","10.062","10.062","10.09"
"477","V2",3927255,"X61","A native English speaker
1","1","0.078","0.078","0.084"
"537","V2",4464430,"X61","A native English speaker
1","1","0.098","0.098","0.168"
"597","V2",5641834,"X61","A native English speaker
1","1","0.636","0.636","0.65"
"657","V2",5721779,"X61","A native English speaker
1","1","0.093","0.093","0.1"
"717","V2",7348964,"X61","


2","1","4.66","4.66","4.678"
"777","V2",7723805,"X61","A native English speaker
1","1","0.22","0.22","0.245"
"837","V2",7914282,"X61","A native English speaker
1","1","0.219","0.219","0.233"
"897","V2",8728142,"X61","A native English speaker
1","1","0.091","0.091","0.099"
"957","V2",9087447,"X61","A native English speaker
1","1","0.861","0.861","0.873"
"1017","V2",9827116,"X61","A native English speaker
1","1","1.674","1.674","1.686"
"1077","V2",9896160,"X61","A native English speaker
1","1","0.128","0.128","0.145"
"1137","V2",9919213,"X61","A native English speaker
1","1","0.777","0.777","0.703"
"58","V2",1316157,"X7","An extremely strong
foreign accent
9","1","0.038","0.038","0"
"118","V2",2174606,"X7","


6","1","0.944","0.944","0.969"
"178","V2",2218028,"X7","


7","1","1.012","1.012","1.024"
"238","V2",2620688,"X7","


7","2","0.826","1.186","1.102"
"298","V2",3410389,"X7","


5","1","0.397","0.397","0.445"
"358","V2",3485279,"X7","An extremely strong
foreign accent
9","1","6.609","6.609","6.621"
"418","V2",3855539,"X7","


7","1","2.013","2.013","2.041"
"478","V2",3927255,"X7","


5","1","1.14","1.14","1.147"
"538","V2",4464430,"X7","


5","1","1.487","1.487","1.614"
"598","V2",5641834,"X7","


8","1","0.927","0.927","0.948"
"658","V2",5721779,"X7","


6","1","0.464","0.464","0.471"
"718","V2",7348964,"X7","


7","1","1.377","1.377","1.401"
"778","V2",7723805,"X7","


8","1","0.47","0.47","0.487"
"838","V2",7914282,"X7","


5","1","0.661","0.661","0.674"
"898","V2",8728142,"X7","


5","1","0.258","0.258","0.268"
"958","V2",9087447,"X7","


5","1","0.721","0.721","0.734"
"1018","V2",9827116,"X7","


5","1","1.811","1.811","1.821"
"1078","V2",9896160,"X7","


7","1","2.86","2.86","2.877"
"1138","V2",9919213,"X7","


4","1","0.63","0.63","0.706"
"59","V2",1316157,"X8","


8","2","4.801","5.496","5.592"
"119","V2",2174606,"X8","


7","1","0.231","0.231","0.251"
"179","V2",2218028,"X8","An extremely strong
foreign accent
9","1","0.025","0.025","0.034"
"239","V2",2620688,"X8","An extremely strong
foreign accent
9","1","0.049","0.049","0.07"
"299","V2",3410389,"X8","


8","1","0.901","0.901","1.056"
"359","V2",3485279,"X8","


8","1","1.407","1.407","1.435"
"419","V2",3855539,"X8","


5","1","1.534","1.534","1.567"
"479","V2",3927255,"X8","


5","1","0.276","0.276","0.283"
"539","V2",4464430,"X8","


5","1","7.566","7.566","8.015"
"599","V2",5641834,"X8","


6","1","0.958","0.958","0.975"
"659","V2",5721779,"X8","


8","2","0.969","1.168","1.174"
"719","V2",7348964,"X8","


7","1","0.391","0.391","0.301"
"779","V2",7723805,"X8","


7","1","0.977","0.977","0.902"
"839","V2",7914282,"X8","


5","1","1.101","1.101","1.114"
"899","V2",8728142,"X8","


7","1","0.477","0.477","0.485"
"959","V2",9087447,"X8","


8","1","1.043","1.043","1.058"
"1019","V2",9827116,"X8","


5","1","1.235","1.235","1.244"
"1079","V2",9896160,"X8","


8","1","0.216","0.216","0.233"
"1139","V2",9919213,"X8","


3","1","0.536","0.536","0.598"
"60","V2",1316157,"X9","An extremely strong
foreign accent
9","1","3.312","3.312","3.371"
"120","V2",2174606,"X9","


5","1","0.242","0.242","0.261"
"180","V2",2218028,"X9","


7","1","0.24","0.24","0.249"
"240","V2",2620688,"X9","An extremely strong
foreign accent
9","1","0.075","0.075","0"
"300","V2",3410389,"X9","


7","0","0","0","0"
"360","V2",3485279,"X9","


8","1","3.061","3.061","3.073"
"420","V2",3855539,"X9","


7","1","8.745","8.745","8.781"
"480","V2",3927255,"X9","


4","2","0.142","0.615","0.621"
"540","V2",4464430,"X9","


6","1","0.374","0.374","0.302"
"600","V2",5641834,"X9","


8","1","1.151","1.151","1.167"
"660","V2",5721779,"X9","


8","1","0.526","0.526","0.533"
"720","V2",7348964,"X9","


2","1","0.3","0.3","0.447"
"780","V2",7723805,"X9","


4","1","0.232","0.232","0.262"
"840","V2",7914282,"X9","


8","1","0.459","0.459","0.472"
"900","V2",8728142,"X9","


5","1","0.573","0.573","0.582"
"960","V2",9087447,"X9","An extremely strong
foreign accent
9","1","0.613","0.613","0.626"
"1020","V2",9827116,"X9","


5","1","1.688","1.688","1.698"
"1080","V2",9896160,"X9","


7","1","2.29","2.29","2.201"
"1140","V2",9919213,"X9","


7","1","0.655","0.655","0.601"
"1141","V3",1682505,"X1","


7","1","0.802","0.802","0.82"
"1201","V3",2950814,"X1","


5","1","0.556","0.556","0.502"
"1261","V3",3800888,"X1","


7","1","0.266","0.266","0.201"
"1321","V3",3805384,"X1","


7","1","0.574","0.574","0.588"
"1381","V3",3906581,"X1","


6","1","0.389","0.389","0.397"
"1441","V3",4068822,"X1","An extremely strong
foreign accent
9","1","0.389","0.389","0.3"
"1501","V3",4073431,"X1","


6","2","2.197","2.667","2.677"
"1561","V3",4341292,"X1","


8","1","0.289","0.289","0.201"
"1621","V3",4534620,"X1","An extremely strong
foreign accent
9","1","0.523","0.523","0.536"
"1681","V3",4542178,"X1","


7","2","0.176","2.18","2.312"
"1741","V3",5693137,"X1","An extremely strong
foreign accent
9","1","0.178","0.178","0.195"
"1801","V3",6374852,"X1","


7","1","0.105","0.105","0.142"
"1861","V3",6546609,"X1","


7","1","0.367","0.367","0.373"
"1921","V3",6956532,"X1","A native English speaker
1","1","0.315","0.315","0.3"
"1981","V3",7505174,"X1","


8","1","0.537","0.537","0.546"
"2041","V3",8081415,"X1","


8","1","0.122","0.122","0.198"
"2101","V3",8317194,"X1","


7","1","0.563","0.563","0.57"
"2161","V3",8584285,"X1","


5","1","0.734","0.734","0.745"
"2221","V3",8815444,"X1","


7","1","3.768","3.768","3.776"
"2281","V3",9335883,"X1","An extremely strong
foreign accent
9","1","0.192","0.192","0.101"
"2341","V3",9983184,"X1","


3","1","5.44","5.44","5.361"
"1142","V3",1682505,"X10","


7","1","1.945","1.945","1.962"
"1202","V3",2950814,"X10","


4","1","0.72","0.72","0.755"
"1262","V3",3800888,"X10","An extremely strong
foreign accent
9","1","0.924","0.924","0.971"
"1322","V3",3805384,"X10","


7","1","0.635","0.635","0.647"
"1382","V3",3906581,"X10","An extremely strong
foreign accent
9","1","0.135","0.135","0.143"
"1442","V3",4068822,"X10","An extremely strong
foreign accent
9","1","0.528","0.528","0.538"
"1502","V3",4073431,"X10","


8","1","0.305","0.305","0.422"
"1562","V3",4341292,"X10","


6","1","0.342","0.342","0.36"
"1622","V3",4534620,"X10","An extremely strong
foreign accent
9","1","0.485","0.485","0.4"
"1682","V3",4542178,"X10","


8","2","0.263","1.231","1.2"
"1742","V3",5693137,"X10","An extremely strong
foreign accent
9","1","0.202","0.202","0.236"
"1802","V3",6374852,"X10","


6","1","0.881","0.881","0.8"
"1862","V3",6546609,"X10","


7","1","0.451","0.451","0.457"
"1922","V3",6956532,"X10","A native English speaker
1","1","6.632","6.632","6.6"
"1982","V3",7505174,"X10","An extremely strong
foreign accent
9","1","0.095","0.095","0"
"2042","V3",8081415,"X10","


8","1","0.578","0.578","0.594"
"2102","V3",8317194,"X10","An extremely strong
foreign accent
9","1","0.404","0.404","0.412"
"2162","V3",8584285,"X10","An extremely strong
foreign accent
9","1","0.081","0.081","0.093"
